item,itemLabel,itemDesc,siteLinks
Q451791,Giorgia Meloni,Prime Minister of Italy since 2022,103
Q129429,Vivien Leigh,British actress,103
Q41871,Paul Newman,American actor and film director,103
Q57085,Erich Fromm,German sociologist and psychoanalyst,103
Q134456,Yukio Mishima,Japanese author,103
Q55400,Hayao Miyazaki,"Japanese animator, film director, and mangaka",103
Q9673,Lewis Hamilton,British racing driver,103
Q25191,Christopher Nolan,British-American filmmaker,103
Q71206,Bette Davis,American actress,103
Q1480,Corazon Aquino,President of the Philippines from 1986 to 1992,103
Q25161,Roald Dahl,British writer and poet,103
Q68060,Gianluigi Buffon,former Italian footballer,103
Q161672,Patrice Lumumba,Congolese politician and independence leader,103
Q83325,Pamela Anderson,Canadian-American actress and model,103
Q39562,Michael Phelps,American swimmer,102
Q40933,Eva Perón,Argentine actress and politician,102
Q4636,Barbra Streisand,American singer and actress,102
Q178166,Vin Diesel,"American actor, producer, director, screenwriter and stuntman",102
Q15935,Kanye West,"American rapper, singer, and songwriter and record producer",102
Q4496,Mitt Romney,American politician and businessman,102
Q42122,Tomas Tranströmer,"Swedish poet, psychologist and translator",102
Q133054,Sylvia Plath,American poet and writer,102
Q10738,Dwayne Johnson,American actor and professional wrestler,102
Q7345,Dan Brown,American novelist; author of The Da Vinci Code,102
Q21001,Moon Jae-in,12th President of South Korea,102
Q42745,Rita Hayworth,American actress,102
Q129591,Hugh Jackman,Australian actor,102
Q49001,Whoopi Goldberg,"American actress, comedian, author and television personality",102
Q1459699,Viktor Yushchenko,Ukrainian politician who was President of Ukraine,102
Q81819,Monica Bellucci,Italian actress and model,101
Q9559,John Major,former prime minister of the United Kingdom,101
Q181659,Ursula K. Le Guin,American fantasy and science fiction author,101
Q42581,Keira Knightley,English actress,101
Q80405,Julianne Moore,British-American actress and author,101
Q21914464,Dua Lipa,English and Albanian singer,101
Q187447,Pablo Escobar,Colombian drug lord,101
Q42311,Sebastian Vettel,German racing driver,101
Q483118,Ben Affleck,"American film actor, director and screenwriter",101
Q288933,Marjorie Estiano,Brazilian actress and singer,101
Q57792,Mark Rutte,Prime Minister of the Netherlands since 2010,101
Q48259,Dick Cheney,vice president of the United States from 2001 to 2009,101
Q138048,Park Geun-hye,President of South Korea from 2013 to 2017,101
Q155845,Chinua Achebe,"Nigerian novelist, poet, professor, and critic",101
Q47755,Imre Kertész,Hungarian author,101
Q125106,Salma Hayek,Mexican and American actress and producer,101
Q285536,Imelda Marcos,Philippine former First Lady,101
Q544387,Ray Charles,"American singer, pianist and songwriter",101
Q60772,Ursula von der Leyen,President of the European Commission since 2019,101
Q4934,Larry Page,American computer scientist and Internet entrepreneur,101
Q185,Larry Sanger,"American former professor, co-founder of Wikipedia, founder of Citizendium and other projects",101
Q57665,Jens Stoltenberg,"34th Prime Minister of Norway, subsequently 13th Secretary-General of NATO",101
Q43144,Sarah Palin,American politician,100
Q47563,Matteo Renzi,Italian politician,100
Q215072,John Goodman,"American actor, voice artist and comedian",100
Q80321,Halldór Laxness,Icelandic author,100
Q29574,Beatrix of the Netherlands,Queen of the Netherlands from 1980 to 2013,100
Q4547,Daniel Craig,English actor,100
Q1110560,Umm Kulthum,"Egyptian singer, songwriter, and film actress",100
Q946,Donald Tusk,"Polish politician, former Prime Minister of Poland and who was President of the European Council in the period 2014-2019",100
Q80095,Kenzaburō Ōe,Japanese writer and Nobel Laureate,100
Q42037,Jean-Marie Gustave Le Clézio,French writer and Nobel Prize winner,100
Q101547,Thabo Mbeki,"South African politician, former President of South Africa",100
Q18391,Elie Wiesel,"Romanian-born American writer, professor, political activist, Nobel laureate, and Holocaust survivor",100
Q548733,Vajiralongkorn,King of Thailand,100
Q2172,Lance Armstrong,cyclist from the United States,100
Q193426,Nancy Reagan,First Lady of the United States from 1981 to 1989,100
Q4593,Rajiv Gandhi,Prime Minister of India from 1984 to 1989,100
Q174438,Madeleine Albright,American politician,100
Q307871,Abdel Fattah el-Sisi,President of Egypt since 2014,100
Q128245,Mohammad Reza Pahlavi,Shah of Iran from 1941 to 1979,100
Q132489,Amartya Sen,Indian economist and philosopher,100
Q43729,Andrés Iniesta,Spanish association football player,100
Q57282,Jacob Zuma,4th President of South Africa,100
Q42455,Björk,Icelandic singer,100
Q186304,Kim Kardashian,American television and social media personality,100
Q170581,Nancy Pelosi,American politician,100
Q147077,Emma Stone,American actress,100
Q312556,Jeff Bezos,American business magnate,100
Q45068,Carl XVI Gustaf of Sweden,current king of Sweden,100
Q76409,Charles Bukowski,German-American writer kede,100
Q100948,Rachel Carson,American marine biologist and conservationist,99
Q166389,Daniel Day-Lewis,British-Irish actor,99
Q217238,Jimmie Johnson,American racing driver,99
Q7542,Prince,American musician,99
Q48187,Eric Clapton,"English guitarist, singer, and songwriter",99
Q222944,Patrick Modiano,French writer,99
Q43044,Demi Moore,American actress,99
Q12908,George Soros,Hungarian-American investor and philanthropist,99
Q106807,Magnus Carlsen,Norwegian chess player,99
Q45901,Thierry Henry,French association football player and manager,99
Q58217,Sergey Lavrov,Russian politician and Foreign Minister,99
Q46248,Terry Pratchett,English fantasy author,99
Q182658,Harper Lee,American author,99
Q57553,Mohammed VI,King of Morocco since 1999,99
Q29230,Martti Ahtisaari,President of Finland from 1994 to 2000,99
Q5950,James Brown,American musician,99
Q133050,Susan Sarandon,American actress and activist,99
Q1225,Bruce Springsteen,American rock singer,99
Q16597,Zhemin Jiang,江泽民总理（教育部香港）,99
Q190523,Christopher Plummer,Canadian actor,99
Q191966,Gene Wilder,American actor,99
Q154952,Willem-Alexander of the Netherlands,King of the Netherlands,99
Q213864,Paul Walker,American actor,98
Q29207,Sauli Niinistö,President of Finland since 2012,98
Q167520,Jon Voight,American actor,98
Q3606816,Jacinda Ardern,Prime Minister of New Zealand from 2017 to 2023,98
Q80135,Dmitri Shostakovich,Soviet composer and pianist,98
Q82104,Ian Fleming,British author,98
Q7487,Dorothy Hodgkin,British chemist,98
Q4261,Michel Platini,"French association football player, manager and executive",98
Q41548,Antonio Banderas,Spanish actor,98
Q57311,Juan Manuel Santos,former president of Colombia,98
Q151269,Robert Lewandowski,Polish association football player,98
Q4457,Franz Beckenbauer,German association football player,98
Q6530,Stanisław Lem,"Polish science fiction author, philosopher and futurologist, studied medical doctor",98
Q57100,Maria Goeppert Mayer,German-born American theoretical physicist,98
Q83359,James Dean,American actor,98
Q103876,Peter O'Toole,British actor,98
Q83492,Gary Oldman,British actor and filmmaker,98
Q83488,Mesut Özil,German-Turkish association footballer,98
Q10479,"Catherine, Princess of Wales","wife of William, Prince of Wales & member of the British Royal Family",98
Q150651,George Carlin,American stand-up comedian,98
Q134180,Truman Capote,American author,98
Q134262,Tennessee Williams,American playwright,98
Q130311,George Michael,English singer-songwriter,98
Q71243,Clark Gable,American actor,98
Q127442,Konstantin Chernenko,General Secretary of the Communist Party of the Soviet Union,97
Q93356,Seamus Heaney,"Irish poet, playwright, translator, lecturer",97
Q2673,Chuck Norris,American martial artist and actor,97
Q83233,Jacques Cousteau,French Naval Officer who co-invented open circuit demand scuba,97
Q123078,Robert A. Heinlein,American author and aeronautical engineer,97
Q38484,Romano Prodi,Italian politician and economist,97
Q41533,Frank Lampard,English association football player and manager,97
Q128121,Mick Jagger,British singer,97
Q47664,Catherine Zeta-Jones,Welsh actress,97
Q53844829,Giuseppe Conte,Italian jurist and politician,97
Q36159,LeBron James,American basketball player,97
Q9513,A. P. J. Abdul Kalam,President of India from 2002 to 2007,97
Q367825,Salman bin Abdulaziz Al Saud,King of Saudi Arabia since 2015,97
Q164119,Mark Wahlberg,American actor,97
Q45747,Viswanathan Anand,Indian chess grandmaster,97
Q76478,Kirsten Dunst,American actress and model,97
Q57308,Abdelaziz Bouteflika,President of Algeria from 1999 to 2019,97
Q152388,Theodor W. Adorno,"German philosopher, sociologist and theorist",97
Q2344210,Louise Glück,U.S. poet and Nobel laureate,97
Q37150,Lana Del Rey,American singer,97
Q34580,Ichirō Mizuki,"Japanese singer, voice actor",97
Q52183,Sheikh Hasina,Prime Minister of Bangladesh,97
Q7474,Rosalind Franklin,"British chemist, biophysicist, and X-ray crystallographer",96
Q9557,Aamir Khan,Indian actor,96
Q1514,Janis Joplin,American singer,96
Q158957,Priyanka Chopra,Indian actress and producer,96
Q151929,Eduard Shevardnadze,Georgian politician and diplomat,96
Q181900,Stan Lee,"American comic book writer, editor, publisher, and producer",96
Q79031,Mike Tyson,American boxer and media personality,96
Q57446,Pranab Mukherjee,President of India from 2012 to 2017,96
Q22007112,Nadia Murad Basee,Yazidi human rights activist from Iraq and winner of the 2018 Nobel Peace Prize,96
Q46706,Eugène Ionesco,French Romanian playwright,96
Q47139,Slobodan Milošević,Yugoslavian and Serbian politician,96
Q40475,Joan Crawford,American actress,96
Q80471,Miroslav Klose,German association football player,96
Q185007,Rita Levi-Montalcini,Italian neurologist,96
Q266613,Wayne Rooney,English association football manager and former player,96
Q81520,Pierce Brosnan,Irish actor,96
Q11584,Iker Casillas,Spanish association football player,96
Q93341,Miles Davis,American jazz musician,96
Q92764,Sergey Brin,American computer scientist and Internet entrepreneur,96
Q483382,Steve Wozniak,"American computer pioneer, inventor, computer engineer and programmer; co-founder of Apple Inc.",95
Q9094,José Mujica,president of Uruguay,95
Q44221,Sean Penn,American actor and filmmaker,95
Q561147,Joan Fuster Ortells,Valencian writer,95
Q131324,Janet Jackson,"American singer, songwriter and actress",95
Q167573,Mikhail Kalashnikov,Soviet and Russian small arms designer,95
Q1785,Charles Aznavour,Armenian-French singer and diplomat,95
Q12237722,Layal Abboud,Lebanese pop singer,95
Q134165,Oscar Niemeyer,Brazilian architect,95
Q36105,Charles Bronson,American actor,95
Q151164,André Malraux,"French novelist, art theorist, and statesman",95
Q56094,Francis Ford Coppola,American filmmaker,95
Q459830,Steven Gerrard,English association football player and manager,95
Q128126,Claude Lévi-Strauss,French anthropologist and ethnologist,95
Q57661,Jean-Claude Juncker,Luxembourgish politician who was president of the European Commission in the period 2014-2019,95
Q132589,Camilo José Cela,Spanish novelist,95
Q349391,Helen Mirren,English actor,95
Q106508,Gérard Depardieu,French actor,95
Q104049,Sidney Poitier,Bahamian and American actor and diplomat,95
Q18111,Li Keqiang,Premier of the People's Republic of China from 2013 to 2023,95
Q232458,Natalia Oreiro,Uruguayan singer and actress,95
Q53001,Jean-Luc Godard,French-Swiss film director,95
Q1450,Bruno Jackson Mars,"American singer, songwriter, and record producer me gusta el dembow",95
Q4465,Peter Jackson,"New Zealand film director, screenwriter, producer and actor",95
Q188969,B. B. King,"American blues guitarist, singer, and songwriter",95
Q104027,Kirk Douglas,American stage and film actor,95
Q41395,José Luis Rodríguez Zapatero,Spanish politician and member of the Spanish Socialist Workers' Party,95
Q83333,James D. Watson,"American molecular biologist, geneticist, and zoologist",95
Q44063,Reese Witherspoon,American actress,95
Q57287,Harald V of Norway,King of Norway,95
Q127998,Mahmoud Abbas,president of the State of Palestine since 2005,95
Q104372,Doris Day,American actress and singer,94
Q484292,Chinghiz Aitmatov,Soviet and Kyrgyz author,94
Q1768,Ella Fitzgerald,American jazz singer,94
Q42402,Andrea Bocelli,Italian tenor and singer-songwriter,94
Q14356,Park Chung-hee,Korean Army general and the leader of South Korea from 1961 to 1979,94
Q131725,Joan Baez,American contemporary folk musician,94
Q5921,Chuck Berry,American musician,94
Q133267,Lev Landau,Soviet theoretical physicist,94
Q7407,Andre Agassi,American tennis player,94
Q188955,Matthew McConaughey,American actor,94
Q949,John Bardeen,American physicist and engineer,94
Q45229,Zac Efron,American actor and singer,94
Q155790,Eugene Wigner,Hungarian-American physicist and mathematician,94
Q183492,Margaret Atwood,"Canadian poet, novelist, literary critic, essayist, teacher, environmental activist, and inventor",94
Q853,Andrei Tarkovsky,"Soviet and Russian filmmaker, writer, film editor, film theorist, and theatre and opera director",94
Q179282,Steven Weinberg,American theoretical physicist,94
Q119798,Michael Douglas,American actor and film producer,94
Q16986436,Sanna Marin,Finnish politician and the 46th Prime Minister of Finland,94
Q107365,Manuel Neuer,German association football player,94
Q103774,Ravi Shankar,Indian sitar player,94
Q57558,Islam Karimov,"Uzbek politician, 1st and former President of Uzbekistan",94
Q173540,Margaret Mitchell,American author and journalist,94
Q184750,Slavoj Žižek,Slovenian philosopher,94
Q44467,Orlando Bloom,English actor,94
Q184746,Jane Goodall,English primatologist and anthropologist,94
Q20150,Psy,South Korean singer,94
